Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.531,11.317
1982,Annual,East Midlands,0.501,9.644
1983,Annual,East Midlands,0.542,13.577
1984,Annual,East Midlands,0.484,11.029
1985,Annual,East Midlands,0.555,11.635
1986,Annual,East Midlands,0.493,9.038
1987,Annual,East Midlands,0.540,10.635
1988,Annual,East Midlands,0.557,11.038
1989,Annual,East Midlands,0.515,9.106
1990,Annual,East Midlands,0.557,12.817
1991,Annual,East Midlands,0.533,11.644
1992,Annual,East Midlands,0.530,10.019
1993,Annual,East Midlands,0.543,10.990
1994,Annual,East Midlands,0.593,25.317
1995,Annual,East Midlands,0.486,8.837
1996,Annual,East Midlands,0.563,12.260
1997,Annual,East Midlands,0.500,12.452
1998,Annual,East Midlands,0.546,11.596
1999,Annual,East Midlands,0.550,11.125
2000,Annual,East Midlands,0.466,10.365
2001,Annual,East Midlands,0.565,11.269
2002,Annual,East Midlands,0.524,12.750
2003,Annual,East Midlands,0.566,16.625
2004,Annual,East Midlands,0.495,12.298
2005,Annual,East Midlands,0.483,8.971
2006,Annual,East Midlands,0.532,11.096
2007,Annual,East Midlands,0.535,8.856
2008,Annual,East Midlands,0.555,14.596
2009,Annual,East Midlands,0.547,11.471
2010,Annual,East Midlands,0.490,11.538
2011,Annual,East Midlands,0.486,8.365
2012,Annual,East Midlands,0.513,9.962
2013,Annual,East Midlands,0.530,12.904
2014,Annual,East Midlands,0.578,12.683
2015,Annual,East Midlands,0.527,13.692
2016,Annual,East Midlands,0.528,13.048
2017,Annual,East Midlands,0.488,9.683
2018,Annual,East Midlands,0.463,11.587
2019,Annual,East Midlands,0.487,10.048
2020,Annual,East Midlands,0.585,21.933
2021,Annual,East Midlands,0.511,10.702
2022,Annual,East Midlands,0.560,15.635
2023,Annual,East Midlands,0.527,8.846
2024,Annual,East Midlands,0.513,15.577
2025,Annual,East Midlands,0.540,13.702
2026,Annual,East Midlands,0.498,10.038
2027,Annual,East Midlands,0.537,15.471
2028,Annual,East Midlands,0.480,12.952
2029,Annual,East Midlands,0.512,13.462
2030,Annual,East Midlands,0.510,11.865
2031,Annual,East Midlands,0.509,12.010
2032,Annual,East Midlands,0.507,12.981
2033,Annual,East Midlands,0.514,10.654
2034,Annual,East Midlands,0.579,16.298
2035,Annual,East Midlands,0.488,12.933
2036,Annual,East Midlands,0.434,10.096
2037,Annual,East Midlands,0.617,15.827
2038,Annual,East Midlands,0.475,12.183
2039,Annual,East Midlands,0.571,12.019
2040,Annual,East Midlands,0.541,13.394
2041,Annual,East Midlands,0.517,10.721
2042,Annual,East Midlands,0.504,12.173
2043,Annual,East Midlands,0.557,9.702
2044,Annual,East Midlands,0.571,11.875
2045,Annual,East Midlands,0.572,13.115
2046,Annual,East Midlands,0.482,10.154
2047,Annual,East Midlands,0.498,12.471
2048,Annual,East Midlands,0.553,11.240
2049,Annual,East Midlands,0.530,10.115
2050,Annual,East Midlands,0.536,12.202
2051,Annual,East Midlands,0.543,12.404
2052,Annual,East Midlands,0.549,12.865
