Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.563,10.115
1982,Annual,East Midlands,0.521,9.625
1983,Annual,East Midlands,0.518,13.837
1984,Annual,East Midlands,0.464,12.500
1985,Annual,East Midlands,0.478,9.356
1986,Annual,East Midlands,0.479,11.558
1987,Annual,East Midlands,0.436,9.663
1988,Annual,East Midlands,0.496,8.154
1989,Annual,East Midlands,0.472,15.538
1990,Annual,East Midlands,0.550,12.067
1991,Annual,East Midlands,0.521,10.817
1992,Annual,East Midlands,0.506,10.327
1993,Annual,East Midlands,0.543,12.548
1994,Annual,East Midlands,0.456,12.606
1995,Annual,East Midlands,0.513,14.606
1996,Annual,East Midlands,0.477,11.125
1997,Annual,East Midlands,0.444,9.779
1998,Annual,East Midlands,0.431,8.885
1999,Annual,East Midlands,0.487,11.654
2000,Annual,East Midlands,0.548,13.894
2001,Annual,East Midlands,0.549,13.221
2002,Annual,East Midlands,0.550,10.635
2003,Annual,East Midlands,0.474,8.798
2004,Annual,East Midlands,0.432,11.683
2005,Annual,East Midlands,0.544,11.404
2006,Annual,East Midlands,0.512,11.221
2007,Annual,East Midlands,0.522,12.115
2008,Annual,East Midlands,0.478,10.058
2009,Annual,East Midlands,0.445,9.269
2010,Annual,East Midlands,0.517,14.538
2011,Annual,East Midlands,0.505,11.048
2012,Annual,East Midlands,0.461,9.462
2013,Annual,East Midlands,0.461,9.385
2014,Annual,East Midlands,0.473,10.067
2015,Annual,East Midlands,0.426,9.500
2016,Annual,East Midlands,0.533,9.673
2017,Annual,East Midlands,0.491,10.798
2018,Annual,East Midlands,0.454,8.981
2019,Annual,East Midlands,0.481,10.452
2020,Annual,East Midlands,0.517,12.452
2021,Annual,East Midlands,0.589,12.067
2022,Annual,East Midlands,0.460,10.356
2023,Annual,East Midlands,0.460,11.327
2024,Annual,East Midlands,0.410,9.019
2025,Annual,East Midlands,0.515,12.221
2026,Annual,East Midlands,0.525,13.096
2027,Annual,East Midlands,0.434,11.442
2028,Annual,East Midlands,0.498,8.875
2029,Annual,East Midlands,0.458,9.673
2030,Annual,East Midlands,0.443,9.221
2031,Annual,East Midlands,0.485,10.279
2032,Annual,East Midlands,0.404,15.423
2033,Annual,East Midlands,0.467,9.423
2034,Annual,East Midlands,0.534,13.702
2035,Annual,East Midlands,0.520,10.644
2036,Annual,East Midlands,0.473,11.154
2037,Annual,East Midlands,0.524,14.500
2038,Annual,East Midlands,0.600,16.615
2039,Annual,East Midlands,0.491,16.077
2040,Annual,East Midlands,0.473,9.385
2041,Annual,East Midlands,0.483,11.913
2042,Annual,East Midlands,0.532,12.962
2043,Annual,East Midlands,0.554,14.442
2044,Annual,East Midlands,0.440,8.490
2045,Annual,East Midlands,0.441,10.558
2046,Annual,East Midlands,0.435,8.029
2047,Annual,East Midlands,0.556,13.115
2048,Annual,East Midlands,0.475,10.173
2049,Annual,East Midlands,0.457,9.442
2050,Annual,East Midlands,0.413,9.471
2051,Annual,East Midlands,0.458,11.635
2052,Annual,East Midlands,0.503,12.115
2053,Annual,East Midlands,0.508,12.125
2054,Annual,East Midlands,0.536,13.019
2055,Annual,East Midlands,0.449,8.683
2056,Annual,East Midlands,0.472,11.212
2057,Annual,East Midlands,0.396,8.317
2058,Annual,East Midlands,0.517,12.788
2059,Annual,East Midlands,0.536,10.577
2060,Annual,East Midlands,0.495,16.404
2061,Annual,East Midlands,0.414,10.019
2062,Annual,East Midlands,0.474,10.154
2063,Annual,East Midlands,0.424,10.452
2064,Annual,East Midlands,0.437,9.990
2065,Annual,East Midlands,0.416,9.654
2066,Annual,East Midlands,0.329,8.202
2067,Annual,East Midlands,0.461,10.048
2068,Annual,East Midlands,0.452,8.442
2069,Annual,East Midlands,0.458,13.712
2070,Annual,East Midlands,0.422,9.288
2071,Annual,East Midlands,0.459,9.519
2072,Annual,East Midlands,0.519,13.510
2073,Annual,East Midlands,0.415,9.231
2074,Annual,East Midlands,0.505,14.356
2075,Annual,East Midlands,0.414,9.538
2076,Annual,East Midlands,0.485,13.269
2077,Annual,East Midlands,0.482,9.154
2078,Annual,East Midlands,0.446,10.481
2079,Annual,East Midlands,0.371,6.837
2080,Annual,East Midlands,0.453,12.981
1981,Annual,East of England,0.524,10.138
1982,Annual,East of England,0.516,10.438
1983,Annual,East of England,0.474,14.238
1984,Annual,East of England,0.449,11.200
1985,Annual,East of England,0.441,9.492
1986,Annual,East of England,0.416,9.146
1987,Annual,East of England,0.373,8.246
1988,Annual,East of England,0.482,8.277
1989,Annual,East of England,0.416,11.385
1990,Annual,East of England,0.527,12.031
1991,Annual,East of England,0.479,10.231
1992,Annual,East of England,0.492,10.815
1993,Annual,East of England,0.472,10.154
1994,Annual,East of England,0.420,13.646
1995,Annual,East of England,0.509,12.015
1996,Annual,East of England,0.446,9.715
1997,Annual,East of England,0.426,9.000
1998,Annual,East of England,0.393,8.923
1999,Annual,East of England,0.467,9.831
2000,Annual,East of England,0.534,13.877
2001,Annual,East of England,0.520,13.338
2002,Annual,East of England,0.512,11.569
2003,Annual,East of England,0.459,9.515
2004,Annual,East of England,0.410,9.723
2005,Annual,East of England,0.469,9.585
2006,Annual,East of England,0.477,10.438
2007,Annual,East of England,0.513,10.985
2008,Annual,East of England,0.441,9.769
2009,Annual,East of England,0.420,8.462
2010,Annual,East of England,0.490,11.454
2011,Annual,East of England,0.475,10.262
2012,Annual,East of England,0.442,9.108
2013,Annual,East of England,0.443,8.023
2014,Annual,East of England,0.426,9.185
2015,Annual,East of England,0.396,7.977
2016,Annual,East of England,0.503,9.062
2017,Annual,East of England,0.455,11.277
2018,Annual,East of England,0.418,8.623
2019,Annual,East of England,0.472,9.731
2020,Annual,East of England,0.472,10.238
2021,Annual,East of England,0.551,11.923
2022,Annual,East of England,0.424,9.631
2023,Annual,East of England,0.465,11.115
2024,Annual,East of England,0.393,10.377
2025,Annual,East of England,0.454,8.777
2026,Annual,East of England,0.492,13.408
2027,Annual,East of England,0.398,10.362
2028,Annual,East of England,0.453,8.931
2029,Annual,East of England,0.445,10.046
2030,Annual,East of England,0.413,8.146
2031,Annual,East of England,0.469,12.115
2032,Annual,East of England,0.365,11.938
2033,Annual,East of England,0.416,7.831
2034,Annual,East of England,0.482,11.131
2035,Annual,East of England,0.478,9.362
2036,Annual,East of England,0.435,8.792
