Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.407,8.154
1982,Annual,East Midlands,0.452,8.971
1983,Annual,East Midlands,0.423,9.529
1984,Annual,East Midlands,0.390,6.971
1985,Annual,East Midlands,0.449,7.952
1986,Annual,East Midlands,0.362,6.673
1987,Annual,East Midlands,0.383,8.471
1988,Annual,East Midlands,0.419,7.827
1989,Annual,East Midlands,0.423,11.433
1990,Annual,East Midlands,0.412,8.048
1991,Annual,East Midlands,0.432,9.029
1992,Annual,East Midlands,0.459,9.683
1993,Annual,East Midlands,0.474,10.625
1994,Annual,East Midlands,0.401,9.135
1995,Annual,East Midlands,0.411,8.375
1996,Annual,East Midlands,0.476,10.356
1997,Annual,East Midlands,0.437,8.683
1998,Annual,East Midlands,0.363,7.644
1999,Annual,East Midlands,0.393,7.875
2000,Annual,East Midlands,0.427,8.500
2001,Annual,East Midlands,0.503,11.462
2002,Annual,East Midlands,0.488,9.788
2003,Annual,East Midlands,0.374,7.692
2004,Annual,East Midlands,0.366,8.567
2005,Annual,East Midlands,0.422,9.067
2006,Annual,East Midlands,0.486,9.471
2007,Annual,East Midlands,0.496,8.731
2008,Annual,East Midlands,0.401,8.904
2009,Annual,East Midlands,0.407,8.635
2010,Annual,East Midlands,0.452,10.971
2011,Annual,East Midlands,0.448,7.548
2012,Annual,East Midlands,0.401,6.606
2013,Annual,East Midlands,0.373,9.404
2014,Annual,East Midlands,0.398,7.587
2015,Annual,East Midlands,0.358,7.788
2016,Annual,East Midlands,0.485,8.721
2017,Annual,East Midlands,0.470,8.990
2018,Annual,East Midlands,0.446,8.769
2019,Annual,East Midlands,0.391,7.798
2020,Annual,East Midlands,0.445,7.760
2021,Annual,East Midlands,0.514,10.010
2022,Annual,East Midlands,0.382,9.115
2023,Annual,East Midlands,0.411,9.019
2024,Annual,East Midlands,0.437,13.192
2025,Annual,East Midlands,0.441,8.519
2026,Annual,East Midlands,0.435,9.481
2027,Annual,East Midlands,0.410,10.106
2028,Annual,East Midlands,0.421,7.471
2029,Annual,East Midlands,0.391,9.038
2030,Annual,East Midlands,0.422,8.952
2031,Annual,East Midlands,0.476,9.125
2032,Annual,East Midlands,0.361,10.067
2033,Annual,East Midlands,0.399,9.260
2034,Annual,East Midlands,0.463,8.817
2035,Annual,East Midlands,0.501,9.250
2036,Annual,East Midlands,0.413,7.827
2037,Annual,East Midlands,0.434,12.779
2038,Annual,East Midlands,0.482,8.087
2039,Annual,East Midlands,0.402,12.731
2040,Annual,East Midlands,0.435,8.221
2041,Annual,East Midlands,0.408,7.490
2042,Annual,East Midlands,0.467,10.587
2043,Annual,East Midlands,0.500,11.731
2044,Annual,East Midlands,0.372,6.750
2045,Annual,East Midlands,0.383,6.788
2046,Annual,East Midlands,0.397,8.702
2047,Annual,East Midlands,0.455,9.913
2048,Annual,East Midlands,0.431,7.558
2049,Annual,East Midlands,0.419,8.548
2050,Annual,East Midlands,0.403,7.923
2051,Annual,East Midlands,0.433,8.673
2052,Annual,East Midlands,0.442,12.067
2053,Annual,East Midlands,0.454,9.558
2054,Annual,East Midlands,0.431,8.875
2055,Annual,East Midlands,0.453,9.548
2056,Annual,East Midlands,0.427,12.298
2057,Annual,East Midlands,0.352,7.702
2058,Annual,East Midlands,0.451,10.808
2059,Annual,East Midlands,0.470,8.548
2060,Annual,East Midlands,0.464,9.577
2061,Annual,East Midlands,0.388,9.500
2062,Annual,East Midlands,0.410,10.519
2063,Annual,East Midlands,0.360,9.971
2064,Annual,East Midlands,0.391,7.875
2065,Annual,East Midlands,0.379,8.385
2066,Annual,East Midlands,0.337,6.933
2067,Annual,East Midlands,0.432,11.558
2068,Annual,East Midlands,0.475,8.221
2069,Annual,East Midlands,0.423,8.837
2070,Annual,East Midlands,0.360,8.385
2071,Annual,East Midlands,0.434,11.250
2072,Annual,East Midlands,0.497,11.337
2073,Annual,East Midlands,0.394,9.490
2074,Annual,East Midlands,0.501,10.385
2075,Annual,East Midlands,0.396,10.827
2076,Annual,East Midlands,0.433,10.760
2077,Annual,East Midlands,0.440,8.548
2078,Annual,East Midlands,0.382,9.404
2079,Annual,East Midlands,0.352,8.192
2080,Annual,East Midlands,0.389,9.471
1981,Annual,East of England,0.386,8.372
1982,Annual,East of England,0.442,9.643
1983,Annual,East of England,0.407,8.984
1984,Annual,East of England,0.389,7.171
1985,Annual,East of England,0.417,8.357
1986,Annual,East of England,0.323,6.566
1987,Annual,East of England,0.377,7.992
1988,Annual,East of England,0.407,7.612
1989,Annual,East of England,0.377,8.279
1990,Annual,East of England,0.409,6.837
1991,Annual,East of England,0.419,9.357
1992,Annual,East of England,0.422,8.357
1993,Annual,East of England,0.436,8.612
1994,Annual,East of England,0.372,9.085
1995,Annual,East of England,0.391,9.132
1996,Annual,East of England,0.468,10.969
1997,Annual,East of England,0.422,8.550
1998,Annual,East of England,0.364,8.930
1999,Annual,East of England,0.365,8.070
2000,Annual,East of England,0.419,8.380
2001,Annual,East of England,0.474,10.194
2002,Annual,East of England,0.454,9.822
2003,Annual,East of England,0.369,7.977
2004,Annual,East of England,0.359,7.589
2005,Annual,East of England,0.404,8.256
2006,Annual,East of England,0.472,8.860
2007,Annual,East of England,0.468,6.884
2008,Annual,East of England,0.367,5.620
2009,Annual,East of England,0.376,8.837
2010,Annual,East of England,0.416,11.023
2011,Annual,East of England,0.412,7.116
2012,Annual,East of England,0.368,6.767
2013,Annual,East of England,0.362,9.395
2014,Annual,East of England,0.368,7.233
2015,Annual,East of England,0.365,7.481
2016,Annual,East of England,0.469,8.519
2017,Annual,East of England,0.439,8.822
2018,Annual,East of England,0.408,8.597
2019,Annual,East of England,0.386,8.442
2020,Annual,East of England,0.426,8.829
2021,Annual,East of England,0.492,9.868
2022,Annual,East of England,0.373,6.853
2023,Annual,East of England,0.412,9.248
2024,Annual,East of England,0.428,11.109
2025,Annual,East of England,0.405,8.264
2026,Annual,East of England,0.427,8.690
2027,Annual,East of England,0.376,9.000
2028,Annual,East of England,0.418,9.155
2029,Annual,East of England,0.409,11.651
2030,Annual,East of England,0.388,7.178
2031,Annual,East of England,0.439,9.271
2032,Annual,East of England,0.342,10.519
2033,Annual,East of England,0.360,6.767
2034,Annual,East of England,0.442,8.264
2035,Annual,East of England,0.483,9.798
2036,Annual,East of England,0.377,8.457
2037,Annual,East of England,0.412,10.752
2038,Annual,East of England,0.474,8.574
2039,Annual,East of England,0.388,13.264
2040,Annual,East of England,0.408,8.922
2041,Annual,East of England,0.403,7.186
2042,Annual,East of England,0.444,9.171
2043,Annual,East of England,0.476,9.302
2044,Annual,East of England,0.331,6.512
2045,Annual,East of England,0.352,7.070
2046,Annual,East of England,0.384,8.357
2047,Annual,East of England,0.427,7.519
2048,Annual,East of England,0.409,6.667
2049,Annual,East of England,0.398,6.744
2050,Annual,East of England,0.373,7.411
2051,Annual,East of England,0.406,9.620
2052,Annual,East of England,0.442,11.643
2053,Annual,East of England,0.425,7.953
2054,Annual,East of England,0.421,7.550
2055,Annual,East of England,0.416,7.070
2056,Annual,East of England,0.402,9.581
2057,Annual,East of England,0.346,7.016
2058,Annual,East of England,0.431,9.271
2059,Annual,East of England,0.468,9.922
2060,Annual,East of England,0.437,9.426
2061,Annual,East of England,0.388,8.829
2062,Annual,East of England,0.398,8.643
2063,Annual,East of England,0.341,7.380
2064,Annual,East of England,0.378,9.023
2065,Annual,East of England,0.370,8.419
2066,Annual,East of England,0.324,7.744
2067,Annual,East of England,0.408,10.589
2068,Annual,East of England,0.424,8.775
2069,Annual,East of England,0.404,9.078
2070,Annual,East of England,0.348,8.674
2071,Annual,East of England,0.418,9.550
2072,Annual,East of England,0.438,9.062
2073,Annual,East of England,0.353,6.899
2074,Annual,East of England,0.457,10.357
2075,Annual,East of England,0.372,8.093
2076,Annual,East of England,0.395,10.465
2077,Annual,East of England,0.429,9.341
2078,Annual,East of England,0.364,7.767
2079,Annual,East of England,0.340,6.915
2080,Annual,East of England,0.392,7.217
1981,Annual,East Scotland,0.556,13.845
1982,Annual,East Scotland,0.549,11.919
1983,Annual,East Scotland,0.522,13.453
1984,Annual,East Scotland,0.489,14.727
1985,Annual,East Scotland,0.558,13.099
1986,Annual,East Scotland,0.508,11.888
1987,Annual,East Scotland,0.496,14.099
1988,Annual,East Scotland,0.493,12.329
1989,Annual,East Scotland,0.564,15.031
1990,Annual,East Scotland,0.502,14.161
1991,Annual,East Scotland,0.536,13.435
1992,Annual,East Scotland,0.534,11.255
1993,Annual,East Scotland,0.553,16.422
1994,Annual,East Scotland,0.553,13.422
1995,Annual,East Scotland,0.525,14.832
1996,Annual,East Scotland,0.516,11.752
1997,Annual,East Scotland,0.514,12.124
1998,Annual,East Scotland,0.440,13.689
1999,Annual,East Scotland,0.511,14.248
2000,Annual,East Scotland,0.508,15.410
2001,Annual,East Scotland,0.530,17.484
2002,Annual,East Scotland,0.570,13.534
2003,Annual,East Scotland,0.486,12.925
2004,Annual,East Scotland,0.454,10.534
2005,Annual,East Scotland,0.545,13.453
2006,Annual,East Scotland,0.558,13.168
2007,Annual,East Scotland,0.607,18.224
2008,Annual,East Scotland,0.511,13.193
2009,Annual,East Scotland,0.518,12.037
2010,Annual,East Scotland,0.541,14.776
2011,Annual,East Scotland,0.547,12.627
2012,Annual,East Scotland,0.511,12.398
2013,Annual,East Scotland,0.445,10.988
2014,Annual,East Scotland,0.530,15.801
2015,Annual,East Scotland,0.448,11.130
2016,Annual,East Scotland,0.552,14.379
2017,Annual,East Scotland,0.564,13.062
2018,Annual,East Scotland,0.554,14.311
2019,Annual,East Scotland,0.516,12.155
2020,Annual,East Scotland,0.561,14.652
2021,Annual,East Scotland,0.609,14.944
2022,Annual,East Scotland,0.507,14.764
2023,Annual,East Scotland,0.525,12.932
2024,Annual,East Scotland,0.531,13.795
2025,Annual,East Scotland,0.551,12.298
2026,Annual,East Scotland,0.529,14.130
2027,Annual,East Scotland,0.502,11.037
2028,Annual,East Scotland,0.603,14.621
2029,Annual,East Scotland,0.487,11.745
2030,Annual,East Scotland,0.487,14.137
2031,Annual,East Scotland,0.524,11.261
2032,Annual,East Scotland,0.456,11.075
2033,Annual,East Scotland,0.522,14.081
2034,Annual,East Scotland,0.568,12.969
2035,Annual,East Scotland,0.576,14.298
2036,Annual,East Scotland,0.539,13.068
2037,Annual,East Scotland,0.532,18.000
2038,Annual,East Scotland,0.575,16.516
2039,Annual,East Scotland,0.488,15.665
2040,Annual,East Scotland,0.500,12.665
2041,Annual,East Scotland,0.487,11.652
2042,Annual,East Scotland,0.542,14.360
2043,Annual,East Scotland,0.530,15.031
2044,Annual,East Scotland,0.474,11.578
2045,Annual,East Scotland,0.488,10.714
2046,Annual,East Scotland,0.488,13.006
2047,Annual,East Scotland,0.516,11.758
2048,Annual,East Scotland,0.516,12.752
2049,Annual,East Scotland,0.557,13.422
2050,Annual,East Scotland,0.532,13.640
2051,Annual,East Scotland,0.524,14.161
2052,Annual,East Scotland,0.557,16.410
2053,Annual,East Scotland,0.529,12.112
2054,Annual,East Scotland,0.539,14.658
2055,Annual,East Scotland,0.505,12.280
2056,Annual,East Scotland,0.536,12.683
2057,Annual,East Scotland,0.448,12.820
2058,Annual,East Scotland,0.541,14.460
2059,Annual,East Scotland,0.554,16.497
2060,Annual,East Scotland,0.509,13.764
2061,Annual,East Scotland,0.484,15.441
2062,Annual,East Scotland,0.528,12.031
2063,Annual,East Scotland,0.479,13.335
2064,Annual,East Scotland,0.500,12.714
2065,Annual,East Scotland,0.469,11.280
2066,Annual,East Scotland,0.449,10.217
2067,Annual,East Scotland,0.501,13.938
2068,Annual,East Scotland,0.534,11.770
2069,Annual,East Scotland,0.567,16.621
2070,Annual,East Scotland,0.498,14.491
2071,Annual,East Scotland,0.498,13.323
2072,Annual,East Scotland,0.585,17.969
2073,Annual,East Scotland,0.495,13.137
2074,Annual,East Scotland,0.543,14.820
2075,Annual,East Scotland,0.550,17.627
2076,Annual,East Scotland,0.499,11.683
2077,Annual,East Scotland,0.510,10.975
2078,Annual,East Scotland,0.479,13.211
2079,Annual,East Scotland,0.461,11.354
2080,Annual,East Scotland,0.492,11.043
1981,Annual,London,0.381,8.083
1982,Annual,London,0.451,7.667
1983,Annual,London,0.384,8.333
